id,journal_text,ambience_type,duration_min,sleep_hours,energy_level,stress_level,time_of_day,previous_day_mood,face_emotion_hint,reflection_quality,emotional_state,intensity
460,After a few minutes the tension eased a bit for a moment. ...,ocean,15,5,2,3,afternoon,overwhelmed,tense_face,clear,calm,1
461,For some reason my thoughts were jumping around and I just observed it. ...,rain,15,5,1,3,evening,neutral,neutral_face,conflicted,restless,2
462,At first things felt ordinary even if only briefly.,forest,25,6,4,5,evening,restless,happy_face,vague,neutral,2
463,Honestly things felt ordinary before moving on.,cafe,20,6,2,1,morning,calm,calm_face,conflicted,neutral,2
464,I noticed nothing really changed though I'm not sure why.,mountain,20,5,3,3,morning,restless,happy_face,vague,neutral,1
465,For some reason my mind became quiet for a moment.,rain,12,6,4,4,morning,mixed,neutral_face,conflicted,calm,4
466,Honestly I didn't notice strong emotions which surprised me.,rain,12,8,5,1,afternoon,neutral,tense_face,clear,neutral,2
467,For some reason my thoughts were jumping around even if only briefly.,forest,18,4,3,3,morning,restless,tired_face,clear,restless,3
468,by the end i felt mentally drained and i wasn't expecting that. ...,rain,10,4,4,5,morning,overwhelmed,neutral_face,clear,overwhelmed,3
469,During teh session teh pressure didn't really go away but it didn't last long.,cafe,18,5,2,1,night,overwhelmed,happy_face,clear,overwhelmed,1
470,Gradually my mind kept wandering though I'm not sure why.,forest,20,6,1,5,evening,mixed,tense_face,clear,restless,2
471,At one point I kept thinking about other tasks before moving on.,rain,8,4,5,5,morning,focused,happy_face,vague,restless,3
472,gradually i started planning my day but it didn't last long.,rain,15,4,2,1,night,mixed,,vague,focused,1
473,I noticed my thoughts felt lighter for a moment.,mountain,15,8,3,3,evening,focused,none,conflicted,calm,1
474,strangely everything still felt heavy before moving on.,cafe,25,7,4,2,afternoon,focused,happy_face,vague,overwhelmed,3
475,For some reason teh pressure didn't really go away before moving on.,ocean,15,7,2,3,evening,neutral,happy_face,clear,overwhelmed,4
476,For some reason my mood shifted back and forth and I just observed it.,forest,15,5,5,2,afternoon,overwhelmed,tense_face,clear,mixed,5
477,Gradually the pressure didn't really go away even if only briefly.,mountain,20,8,4,1,night,restless,tired_face,clear,overwhelmed,3
478,Gradually everything still felt heavy for a moment.,forest,20,4,1,2,afternoon,neutral,none,clear,overwhelmed,2
479,Honestly my mood shifted back and forth and I wasn't expecting that.,ocean,20,6,3,5,evening,overwhelmed,tense_face,clear,mixed,5
480,At one point my mind became quiet but it didn't last long.,cafe,8,4,5,3,morning,restless,neutral_face,vague,calm,5
481,Honestly mind was all over teh place.,ocean,8,8,2,1,night,calm,neutral_face,conflicted,restless,1
482,During teh session helped me plan my day. Later it changed still a bit off tbh.,cafe,10,6,4,2,morning,neutral,happy_face,conflicted,focused,2
483,honestly helped me plan my day.,forest,12,7,3,4,afternoon,mixed,tense_face,clear,restless,1
484,By the end it was fine. ...,rain,8,7,2,3,evening,restless,calm_face,conflicted,neutral,3
485,I guess mind was all over the place.,mountain,15,4,1,3,night,mixed,tired_face,vague,neutral,1
486,kinda calm now,rain,25,5,4,4,night,neutral,neutral_face,vague,overwhelmed,2
487,felt heavy,cafe,5,5,2,1,night,neutral,neutral_face,clear,overwhelmed,3
488,back to normal after,forest,30,8,5,1,night,overwhelmed,none,vague,restless,4
489,honestly okay session.,mountain,8,6,5,1,evening,neutral,happy_face,clear,calm,1
490,By the end got distracted again. ...,cafe,8,7,4,4,evening,mixed,,vague,focused,4
491,At first felt good for a moment.,ocean,10,8,3,1,evening,focused,tense_face,conflicted,mixed,5
492,For some reason okay session.,rain,15,5,2,5,night,restless,calm_face,clear,neutral,5
493,during the session got distracted again. later it changed mind was all over the place.,mountain,25,5,4,5,evening,mixed,calm_face,clear,restless,1
494,At first felt heavy.,ocean,10,7,4,4,afternoon,focused,,clear,overwhelmed,2
495,At first still anxious a bit. After some time honestly not much change.,mountain,30,5,1,1,afternoon,overwhelmed,calm_face,clear,neutral,2
496,felt good for a moment,rain,30,7,2,1,night,neutral,tired_face,clear,calm,5
497,"I guess felt lighter, not fully though.",cafe,30,5,4,5,night,calm,tense_face,conflicted,focused,1
498,kinda calm now,ocean,12,4,4,3,evening,overwhelmed,happy_face,conflicted,focused,5
499,During the session felt good for a moment. Later it changed back to normal after.,cafe,12,7,1,4,night,calm,,clear,overwhelmed,3
500,During the session got distracted again. Then it shifted kept thinking about work.,ocean,10,4,4,4,night,neutral,neutral_face,vague,calm,3
501,honestly got distracted again.,ocean,8,4,4,3,afternoon,calm,calm_face,clear,overwhelmed,3
502,At first kept thinking about work. Then it shifted felt heavy.,forest,18,7,2,5,morning,restless,none,clear,restless,2
503,felt better after a bit ...,forest,30,5,1,3,night,restless,tense_face,conflicted,overwhelmed,2
504,"Honestly felt lighter, not fully though.",cafe,15,6,5,2,evening,calm,neutral_face,vague,calm,1
505,For some reason okay session.,forest,15,7,4,5,afternoon,focused,happy_face,vague,calm,2
506,By teh end still a bit off tbh.,ocean,30,6,4,2,evening,neutral,tired_face,clear,mixed,3
507,kept thinking about work,mountain,5,8,3,5,evening,overwhelmed,neutral_face,clear,calm,4
508,At first felt good for a moment.,cafe,15,5,4,5,afternoon,calm,,conflicted,restless,5
509,by the end honestly not much change.,cafe,30,4,5,4,morning,mixed,neutral_face,conflicted,focused,2
510,got distracted again,forest,25,4,1,5,morning,mixed,calm_face,conflicted,calm,5
511,honestly not much change,cafe,15,5,2,4,morning,neutral,tired_face,conflicted,calm,2
512,kept thinking about work,cafe,12,5,1,5,night,restless,calm_face,conflicted,calm,5
513,honestly back to normal after.,mountain,15,4,3,4,night,focused,tired_face,clear,restless,1
514,felt good for a moment,forest,20,8,3,1,morning,focused,tired_face,clear,neutral,4
515,At first felt heavy.,mountain,5,4,3,3,evening,restless,neutral_face,vague,mixed,1
516,During the session mind was all over the place. Later it changed felt heavy.,mountain,18,4,3,2,afternoon,restless,happy_face,vague,overwhelmed,1
517,during the session back to normal after. then it shifted mind was all over the place.,mountain,10,5,3,4,night,overwhelmed,neutral_face,vague,mixed,3
518,"By the end some peace, some noise in head.",rain,30,7,1,2,night,neutral,,clear,restless,4
519,for some reason okay session.,mountain,20,6,2,3,night,overwhelmed,calm_face,conflicted,restless,5
520,still a bit off tbh,mountain,20,8,5,2,night,overwhelmed,tired_face,vague,focused,1
521,I guess helped me plan my day.,forest,10,8,4,4,afternoon,neutral,,conflicted,focused,1
522,still a bit off tbh,mountain,8,4,3,2,morning,calm,tired_face,vague,mixed,5
523,at first still anxious a bit.,ocean,5,6,3,2,night,mixed,neutral_face,conflicted,neutral,3
524,felt heavy,forest,20,6,2,5,afternoon,calm,tense_face,vague,calm,5
525,At first that helped a little.,ocean,12,6,3,1,night,overwhelmed,neutral_face,conflicted,calm,1
526,at first okay session. tehn it shifted still anxious a bit. ...,ocean,18,7,4,3,afternoon,focused,neutral_face,conflicted,neutral,5
527,"some peace, some noise in head",mountain,30,4,1,1,afternoon,overwhelmed,calm_face,vague,mixed,3
528,honestly not much change,forest,20,6,3,4,morning,overwhelmed,none,clear,overwhelmed,4
529,mind was all over the place,forest,15,8,1,3,morning,mixed,tense_face,conflicted,calm,1
530,it was fine,ocean,15,7,4,2,afternoon,neutral,none,clear,calm,3
531,For some reason mind was all over the place.,mountain,20,7,1,1,morning,calm,neutral_face,vague,restless,5
532,honestly not much change,ocean,30,5,4,4,morning,restless,none,vague,calm,3
533,By the end okay session.,rain,30,6,5,2,afternoon,mixed,neutral_face,clear,neutral,4
534,could focus for a while ...,forest,30,6,2,4,afternoon,overwhelmed,tense_face,conflicted,calm,3
535,still anxious a bit ...,forest,12,6,2,1,morning,restless,happy_face,vague,mixed,3
536,At first still a bit off tbh. ...,cafe,10,4,4,5,night,mixed,none,vague,focused,4
537,Honestly that helped a little.,rain,20,4,3,2,afternoon,overwhelmed,calm_face,clear,restless,1
538,"honestly felt lighter, not fully though. tehn it shifted felt better after a bit.",cafe,10,7,1,5,afternoon,restless,happy_face,vague,overwhelmed,2
539,"At first some peace, some noise in head. Later it changed okay session. ...",ocean,10,7,3,1,afternoon,neutral,calm_face,vague,neutral,5
540,okay session,mountain,5,6,1,2,morning,mixed,neutral_face,vague,focused,1
541,By the end felt heavy.,cafe,25,6,4,5,night,focused,,vague,overwhelmed,5
542,Honestly kinda calm now. Then it shifted not sure what changed.,ocean,18,8,5,1,morning,calm,none,conflicted,overwhelmed,4
543,mind was all over the place,ocean,12,5,2,4,morning,restless,neutral_face,conflicted,mixed,3
544,Honestly it was fine. Then it shifted kept thinking about work.,rain,10,6,5,5,night,focused,neutral_face,conflicted,focused,3
545,at first kept thinking about work. then it shifted felt good for a moment.,rain,15,7,5,5,night,mixed,calm_face,vague,mixed,3
546,By the end breathing slowed down.,rain,18,4,3,5,morning,mixed,happy_face,clear,overwhelmed,2
547,I guess felt heavy.,rain,18,5,2,4,afternoon,overwhelmed,happy_face,conflicted,focused,3
548,still anxious a bit ...,ocean,15,5,2,4,night,restless,none,clear,neutral,1
549,During the session helped me plan my day. Later it changed still anxious a bit.,cafe,10,4,1,1,morning,calm,neutral_face,clear,mixed,5
550,okay session,ocean,5,7,5,2,night,mixed,,conflicted,neutral,1
551,I guess mind was all over the place.,mountain,15,4,3,2,morning,restless,none,conflicted,overwhelmed,5
552,For some reason kept thinking about work.,mountain,12,4,5,1,afternoon,mixed,none,vague,mixed,2
553,I guess back to normal after.,rain,20,4,4,2,morning,neutral,neutral_face,clear,overwhelmed,2
554,still anxious a bit,forest,8,4,1,1,morning,calm,calm_face,conflicted,calm,3
555,"at first some peace, some noise in head. tehn it shifted could focus for a while. ...",cafe,12,4,3,4,evening,restless,,vague,focused,4
556,By the end still a bit off tbh.,forest,20,8,5,4,morning,overwhelmed,calm_face,conflicted,restless,1
557,for some reason helped me plan my day. ...,mountain,5,6,2,4,evening,overwhelmed,calm_face,clear,restless,4
558,During the session got distracted again. After some time kept thinking about work.,ocean,25,5,4,2,morning,mixed,calm_face,vague,mixed,3
559,During the session mind was all over the place. Later it changed felt better after a bit.,mountain,25,8,5,2,afternoon,neutral,neutral_face,conflicted,calm,5
560,by the end felt good for a moment.,forest,12,6,2,4,afternoon,restless,happy_face,vague,mixed,2
561,still anxious a bit,ocean,15,6,5,5,morning,focused,neutral_face,conflicted,neutral,1
562,not sure what changed,mountain,5,5,1,1,morning,overwhelmed,tired_face,vague,focused,2
563,At first kept thinking about work.,rain,12,7,5,5,afternoon,mixed,neutral_face,clear,neutral,4
564,kinda calm now,rain,20,5,3,4,afternoon,mixed,,vague,overwhelmed,1
565,at first still a bit off tbh. later it changed back to normal after.,mountain,12,5,5,3,night,neutral,happy_face,clear,overwhelmed,3
566,I guess okay session.,rain,20,4,5,3,morning,calm,tired_face,clear,neutral,4
567,Honestly could focus for a while.,rain,12,5,4,4,night,mixed,calm_face,conflicted,overwhelmed,2
568,I guess it was fine.,rain,20,7,3,2,afternoon,overwhelmed,tense_face,clear,focused,3
569,By the end honestly not much change. ...,ocean,18,6,2,3,afternoon,neutral,,vague,restless,5
570,mind was all over the place ...,forest,12,5,2,2,night,neutral,neutral_face,clear,calm,5
571,at first back to normal after. after some time that helped a little.,cafe,25,7,1,5,night,neutral,neutral_face,clear,mixed,4
572,at first honestly not much change.,ocean,25,5,3,4,evening,overwhelmed,tense_face,vague,overwhelmed,1
573,Honestly felt better after a bit.,rain,5,6,1,5,afternoon,mixed,neutral_face,vague,focused,2
574,Honestly breathing slowed down. Later it changed felt good for a moment.,forest,18,6,4,3,night,overwhelmed,tense_face,vague,restless,5
575,At first honestly not much change.,cafe,5,6,2,5,night,mixed,,conflicted,restless,4
576,that helped a little,cafe,20,7,5,1,afternoon,mixed,happy_face,conflicted,neutral,5
577,it was fine,forest,10,4,4,1,evening,neutral,tense_face,conflicted,mixed,3
578,By the end felt better after a bit.,ocean,20,4,4,5,night,calm,tired_face,clear,restless,4
579,During teh session not sure what changed. Later it changed felt heavy.,cafe,8,5,1,4,afternoon,calm,calm_face,clear,neutral,4
580,At first it was fine. ...,rain,15,5,1,3,morning,mixed,tired_face,clear,calm,1
581,"During the session still anxious a bit. Then it shifted some peace, some noise in head.",forest,25,7,5,1,night,mixed,none,clear,calm,2
582,"At first felt heavy. Later it changed some peace, some noise in head.",rain,18,8,3,3,morning,focused,none,conflicted,calm,3
583,"At first some peace, some noise in head. Later it changed some peace, some noise in head.",mountain,5,6,1,3,evening,focused,happy_face,conflicted,neutral,2
584,I guess got distracted again.,cafe,20,7,2,2,night,mixed,,clear,restless,3
585,i guess back to normal after.,forest,18,5,4,5,night,neutral,happy_face,conflicted,neutral,2
586,"felt lighter, not fully though",ocean,18,6,4,5,morning,restless,tired_face,conflicted,focused,4
587,Honestly got distracted again. ...,ocean,20,5,5,4,morning,overwhelmed,tense_face,conflicted,calm,5
588,"honestly okay session. tehn it shifted some peace, some noise in head.",rain,8,7,4,1,evening,restless,calm_face,conflicted,focused,2
589,"During the session felt good for a moment. Later it changed felt lighter, not fully though.",forest,30,5,2,1,morning,calm,calm_face,vague,mixed,5
590,not sure what changed,mountain,18,6,5,5,evening,restless,tired_face,vague,mixed,1
591,I guess could focus for a while.,mountain,18,7,2,1,afternoon,overwhelmed,calm_face,clear,restless,4
592,By the end breathing slowed down.,forest,30,5,3,2,afternoon,overwhelmed,tired_face,clear,calm,3
593,felt better after a bit,mountain,8,5,3,4,afternoon,neutral,tired_face,clear,overwhelmed,2
594,At first kept thinking about work. Then it shifted got distracted again.,mountain,15,5,1,4,afternoon,mixed,calm_face,clear,neutral,4
595,I guess felt better after a bit.,rain,10,6,4,1,afternoon,focused,happy_face,conflicted,neutral,2
596,mind was all over the place,ocean,12,6,2,2,evening,focused,none,clear,mixed,1
597,Honestly felt good for a moment.,cafe,15,7,1,1,afternoon,focused,neutral_face,conflicted,mixed,3
598,For some reason still anxious a bit.,ocean,20,8,1,1,morning,restless,tense_face,clear,calm,4
599,back to normal after ...,cafe,5,8,2,2,morning,mixed,calm_face,conflicted,overwhelmed,2
600,during the session helped me plan my day. later it changed felt good for a moment.,forest,30,4,2,1,evening,calm,happy_face,clear,restless,1
601,at first could focus for a while.,ocean,30,5,1,4,morning,overwhelmed,happy_face,clear,overwhelmed,3
602,breathing slowed down,mountain,18,6,4,5,afternoon,overwhelmed,none,conflicted,restless,1
603,Honestly breathing slowed down. ...,forest,5,5,4,4,morning,calm,none,conflicted,restless,5
604,back to normal after ...,cafe,8,4,5,1,evening,restless,tense_face,conflicted,restless,2
605,for some reason kept thinking about work.,forest,15,7,1,5,evening,focused,tired_face,conflicted,calm,1
606,it was fine,cafe,25,5,5,3,night,restless,happy_face,clear,mixed,2
607,back to normal after ...,ocean,15,6,2,2,afternoon,restless,tense_face,clear,restless,1
608,got distracted again,cafe,10,7,3,1,night,restless,none,conflicted,focused,3
609,by the end felt good for a moment.,ocean,20,7,3,2,morning,overwhelmed,,vague,focused,5
610,Honestly still anxious a bit. After some time kinda calm now.,mountain,18,6,3,3,morning,mixed,tired_face,vague,focused,4
611,that helped a little,rain,18,5,1,3,afternoon,overwhelmed,neutral_face,clear,overwhelmed,1
612,I guess that helped a little.,rain,18,7,5,5,morning,neutral,tired_face,conflicted,calm,3
613,for some reason could focus for a while.,forest,20,8,5,2,night,neutral,tired_face,conflicted,overwhelmed,3
614,"Honestly felt lighter, not fully though. ...",cafe,18,6,5,2,night,mixed,none,clear,mixed,5
615,okay session,cafe,20,4,3,5,morning,calm,calm_face,vague,restless,5
616,honestly helped me plan my day.,rain,10,8,5,3,afternoon,overwhelmed,happy_face,conflicted,calm,1
617,for some reason kinda calm now.,ocean,5,7,4,5,evening,focused,none,conflicted,focused,2
618,kept thinking about work,rain,12,4,3,2,night,neutral,calm_face,clear,restless,4
619,could focus for a while,cafe,8,6,1,4,afternoon,mixed,tired_face,vague,calm,5
620,I guess felt better after a bit.,mountain,18,6,2,5,night,restless,calm_face,vague,focused,1
621,"honestly back to normal after. then it shifted some peace, some noise in head.",mountain,10,4,3,1,morning,focused,none,vague,calm,5
622,"At first felt lighter, not fully though.",cafe,25,8,2,3,afternoon,mixed,neutral_face,vague,focused,5
623,During teh session could focus for a while. Later it changed still anxious a bit.,cafe,5,8,1,5,afternoon,restless,tired_face,clear,overwhelmed,4
624,at first breathing slowed down. ...,forest,12,6,5,3,evening,focused,calm_face,conflicted,mixed,4
625,I guess not sure what changed.,rain,20,6,4,1,evening,mixed,neutral_face,clear,restless,2
626,still anxious a bit ...,forest,20,4,5,2,morning,neutral,neutral_face,vague,restless,2
627,For some reason kept thinking about work.,ocean,5,4,1,3,afternoon,mixed,happy_face,clear,neutral,1
628,By the end mind was all over the place.,ocean,25,8,2,3,evening,mixed,tired_face,conflicted,restless,4
629,At first felt heavy.,forest,15,7,2,1,afternoon,neutral,happy_face,clear,neutral,2
630,still a bit off tbh ...,rain,12,6,2,2,afternoon,calm,tired_face,conflicted,neutral,4
631,At first not sure what changed.,rain,10,4,5,4,night,overwhelmed,none,clear,focused,1
632,honestly not much change,rain,18,5,1,3,night,overwhelmed,,conflicted,mixed,3
633,Honestly felt better after a bit.,ocean,25,6,5,3,afternoon,neutral,tired_face,vague,restless,1
634,For some reason kept thinking about work.,forest,30,4,4,2,afternoon,calm,none,conflicted,restless,3
635,At first got distracted again.,cafe,20,6,3,2,morning,focused,,vague,mixed,4
636,during the session helped me plan my day. after some time mind was all over the place.,ocean,18,7,1,1,morning,calm,neutral_face,conflicted,overwhelmed,5
637,still a bit off tbh,ocean,5,7,1,2,night,neutral,tense_face,conflicted,overwhelmed,3
638,For some reason breathing slowed down.,ocean,18,5,4,5,evening,neutral,calm_face,conflicted,neutral,4
639,At first that helped a little.,mountain,18,5,2,4,night,restless,happy_face,conflicted,restless,2
640,honestly could focus for a while.,mountain,15,4,2,3,night,focused,none,conflicted,neutral,4
641,Honestly felt good for a moment.,cafe,8,4,4,2,morning,overwhelmed,none,conflicted,focused,4
642,at first helped me plan my day. later it changed mind was all over the place. ...,ocean,25,5,1,3,evening,calm,neutral_face,conflicted,neutral,2
643,at first helped me plan my day.,forest,30,6,3,1,evening,mixed,tense_face,vague,overwhelmed,1
644,back to normal after ...,rain,25,5,3,3,morning,calm,happy_face,vague,neutral,1
645,back to normal after,rain,25,5,5,3,morning,calm,tense_face,vague,calm,2
646,honestly still a bit off tbh.,cafe,20,8,4,4,afternoon,neutral,tired_face,conflicted,overwhelmed,1
647,By teh end not sure what changed.,rain,18,6,4,3,morning,restless,tense_face,conflicted,restless,4
648,it was fine,ocean,18,5,3,4,afternoon,mixed,tense_face,clear,restless,5
649,For some reason kinda calm now.,ocean,30,5,1,3,afternoon,restless,tense_face,conflicted,calm,4
650,By the end honestly not much change.,forest,25,6,2,2,night,overwhelmed,none,vague,restless,5
651,At first that helped a little.,ocean,10,6,1,2,evening,neutral,,vague,restless,4
652,Honestly honestly not much change.,mountain,12,8,1,2,morning,overwhelmed,calm_face,vague,restless,2
653,During the session kinda calm now. Then it shifted could focus for a while.,rain,15,4,1,5,morning,mixed,neutral_face,vague,neutral,1
654,Honestly honestly not much change.,rain,20,4,4,1,evening,overwhelmed,tired_face,clear,focused,1
655,By the end still a bit off tbh.,cafe,18,5,1,1,evening,overwhelmed,calm_face,vague,restless,5
656,at first still anxious a bit. after some time breathing slowed down.,cafe,25,7,1,3,evening,restless,none,conflicted,mixed,5
657,back to normal after,ocean,10,6,2,2,morning,calm,calm_face,conflicted,restless,5
658,By teh end still anxious a bit.,cafe,25,5,5,1,afternoon,mixed,tired_face,vague,focused,4
659,Honestly kinda calm now.,ocean,12,7,3,1,morning,restless,tired_face,clear,overwhelmed,3
660,got distracted again,mountain,15,6,4,2,afternoon,restless,tired_face,vague,mixed,1
661,"At first felt lighter, not fully though.",forest,18,5,5,1,morning,overwhelmed,none,clear,restless,4
662,Honestly not sure what changed.,rain,20,5,5,3,morning,overwhelmed,none,vague,focused,4
663,at first felt better after a bit.,forest,8,7,1,1,morning,overwhelmed,calm_face,clear,restless,5
664,back to normal after,forest,18,4,5,3,afternoon,focused,calm_face,conflicted,overwhelmed,1
665,kept thinking about work,ocean,25,7,5,3,evening,neutral,calm_face,vague,restless,4
666,By the end back to normal after.,rain,30,7,4,2,evening,mixed,neutral_face,conflicted,mixed,4
667,Honestly still anxious a bit. ...,ocean,5,8,3,4,night,mixed,happy_face,conflicted,focused,4
668,I guess could focus for a while.,rain,18,6,1,4,morning,mixed,none,conflicted,neutral,2
669,honestly not much change,rain,30,8,2,2,afternoon,neutral,tense_face,clear,neutral,3
670,it was fine,ocean,8,4,3,4,night,focused,tired_face,conflicted,focused,3
671,For some reason felt good for a moment.,forest,30,6,4,1,afternoon,calm,neutral_face,conflicted,overwhelmed,2
672,At first still anxious a bit.,mountain,10,4,5,2,evening,mixed,happy_face,conflicted,restless,3
673,it was fine,rain,5,5,2,4,night,overwhelmed,tense_face,vague,restless,1
674,honestly still anxious a bit. later it changed got distracted again.,rain,8,8,2,5,morning,overwhelmed,tense_face,vague,mixed,4
675,Honestly kinda calm now.,mountain,20,7,4,4,night,focused,,conflicted,neutral,1
676,i guess back to normal after.,ocean,5,7,4,1,morning,overwhelmed,happy_face,clear,mixed,2
677,okay session ...,mountain,10,7,5,2,evening,restless,none,clear,neutral,5
678,Honestly felt good for a moment. Later it changed mind was all over the place.,ocean,15,8,4,5,afternoon,overwhelmed,tense_face,vague,calm,5
679,still a bit off tbh,rain,25,7,5,2,morning,mixed,neutral_face,vague,restless,1
680,for some reason breathing slowed down.,forest,25,5,2,5,afternoon,focused,none,clear,neutral,2
681,mind was all over the place ...,forest,15,8,2,4,afternoon,neutral,none,clear,overwhelmed,2
682,i guess kinda calm now. ...,ocean,10,5,3,4,morning,focused,calm_face,vague,mixed,3
683,For some reason not sure what changed.,cafe,20,5,2,2,afternoon,mixed,,vague,focused,2
684,at first it was fine.,cafe,30,7,1,1,morning,restless,neutral_face,vague,mixed,3
685,At first okay session. Later it changed kept thinking about work.,mountain,15,4,2,2,morning,neutral,neutral_face,conflicted,calm,1
686,not sure what changed,rain,15,7,4,2,morning,mixed,calm_face,conflicted,calm,4
687,"felt lighter, not fully though ...",cafe,18,8,5,1,morning,restless,tired_face,conflicted,calm,2
688,honestly breathing slowed down.,ocean,10,6,2,3,night,restless,calm_face,conflicted,restless,5
689,At first helped me plan my day.,rain,30,5,3,4,afternoon,calm,neutral_face,clear,calm,1
690,For some reason okay session.,mountain,15,5,3,1,morning,calm,calm_face,conflicted,calm,5
691,felt good for a moment,ocean,10,8,2,4,morning,restless,tired_face,vague,focused,4
692,At first felt good for a moment.,forest,8,5,2,2,morning,overwhelmed,none,clear,calm,4
693,During the session mind was all over the place. Then it shifted still a bit off tbh. ...,rain,25,6,5,2,afternoon,restless,none,conflicted,neutral,3
694,During the session helped me plan my day. Then it shifted felt heavy.,mountain,8,8,3,5,evening,focused,calm_face,clear,calm,2
695,I guess helped me plan my day.,mountain,12,7,4,3,evening,mixed,calm_face,conflicted,neutral,4
696,For some reason felt better after a bit.,forest,8,7,5,3,evening,overwhelmed,neutral_face,vague,restless,5
697,"By the end felt lighter, not fully though.",rain,10,5,1,2,night,restless,,vague,calm,2
698,still anxious a bit,ocean,20,6,5,5,morning,calm,neutral_face,clear,restless,1
699,By the end got distracted again.,mountain,20,8,4,2,morning,neutral,none,conflicted,focused,3
700,"Honestly that helped a little. After some time some peace, some noise in head. ...",rain,8,7,4,3,night,overwhelmed,,vague,overwhelmed,5
701,Honestly breathing slowed down.,cafe,20,6,2,2,afternoon,mixed,calm_face,conflicted,focused,3
702,back to normal after,ocean,15,4,4,4,evening,focused,none,conflicted,mixed,4
703,At first okay session.,cafe,18,8,2,3,afternoon,restless,tired_face,vague,calm,4
704,"i guess some peace, some noise in head.",cafe,25,7,4,3,night,mixed,happy_face,clear,focused,3
705,back to normal after,ocean,15,4,3,4,morning,restless,happy_face,vague,calm,1
706,During the session that helped a little. Later it changed still anxious a bit.,cafe,8,4,5,1,evening,focused,tired_face,conflicted,calm,2
707,I guess breathing slowed down.,forest,10,5,2,5,afternoon,restless,tense_face,conflicted,mixed,1
708,For some reason could focus for a while.,forest,30,6,2,2,morning,restless,neutral_face,clear,overwhelmed,4
709,I guess still anxious a bit.,ocean,8,8,5,3,evening,mixed,tense_face,conflicted,restless,1
710,Honestly kinda calm now. ...,forest,30,5,4,3,morning,calm,happy_face,conflicted,restless,4
711,breathing slowed down,mountain,5,8,2,3,afternoon,focused,happy_face,clear,calm,5
712,By the end mind was all over the place.,mountain,18,8,4,2,evening,mixed,calm_face,vague,restless,1
713,I guess it was fine.,mountain,12,5,3,5,morning,mixed,tense_face,conflicted,mixed,1
714,at first kept thinking about work.,ocean,12,6,1,5,night,calm,,conflicted,overwhelmed,5
715,At first helped me plan my day.,cafe,25,4,2,3,morning,restless,,clear,restless,2
716,Honestly breathing slowed down.,mountain,18,5,1,5,evening,mixed,neutral_face,clear,restless,2
717,"during the session felt heavy. after some time some peace, some noise in head.",rain,5,5,1,1,morning,calm,tired_face,vague,mixed,1
718,Honestly breathing slowed down.,cafe,8,5,1,2,afternoon,focused,calm_face,vague,focused,4
719,During teh session it was fine. Then it shifted helped me plan my day.,cafe,8,7,2,4,night,neutral,neutral_face,vague,neutral,1
720,At first felt better after a bit.,ocean,5,4,2,1,night,calm,calm_face,vague,mixed,2
721,during the session helped me plan my day. later it changed kept thinking about work.,forest,30,4,1,2,evening,calm,happy_face,conflicted,focused,4
722,During the session mind was all over the place. After some time back to normal after.,forest,5,4,1,5,afternoon,calm,none,clear,calm,5
723,okay session,ocean,12,4,5,5,morning,calm,,vague,overwhelmed,3
724,At first honestly not much change.,rain,12,4,1,1,night,overwhelmed,happy_face,vague,restless,5
725,During teh session mind was all over teh place. Then it shifted still a bit off tbh.,ocean,10,7,1,2,evening,restless,tense_face,vague,neutral,1
726,it was fine,mountain,30,7,5,3,morning,restless,tired_face,clear,restless,5
727,could focus for a while,rain,30,4,1,3,morning,overwhelmed,calm_face,clear,restless,2
728,For some reason could focus for a while.,forest,15,4,2,2,night,mixed,calm_face,clear,neutral,2
729,At first that helped a little.,mountain,10,4,1,2,morning,neutral,none,clear,neutral,4
730,mind was all over teh place ...,forest,25,8,1,4,afternoon,calm,tense_face,vague,restless,3
731,At first it was fine.,mountain,12,7,3,3,morning,focused,,vague,overwhelmed,3
732,okay session,cafe,5,8,3,3,night,restless,calm_face,conflicted,restless,1
733,mind was all over the place,cafe,15,6,3,5,evening,restless,none,clear,neutral,5
734,at first that helped a little. later it changed felt better after a bit.,forest,5,7,3,2,morning,mixed,calm_face,vague,mixed,3
735,it was fine,rain,12,7,1,4,night,overwhelmed,neutral_face,clear,focused,1
736,it was fine,forest,20,4,5,2,morning,calm,happy_face,vague,focused,5
737,for some reason breathing slowed down.,ocean,12,7,2,1,evening,mixed,calm_face,vague,calm,1
738,at first felt good for a moment.,mountain,10,4,4,1,evening,focused,tired_face,vague,calm,3
739,"honestly felt lighter, not fully though. after some time could focus for a while.",forest,15,7,2,1,evening,neutral,neutral_face,clear,mixed,1
740,Honestly got distracted again.,forest,12,8,4,2,evening,overwhelmed,tired_face,vague,overwhelmed,2
741,By teh end felt heavy.,forest,25,5,2,1,night,neutral,happy_face,conflicted,restless,4
742,kinda calm now,rain,12,8,2,5,night,focused,neutral_face,clear,focused,5
743,helped me plan my day,mountain,5,6,4,1,evening,calm,calm_face,vague,overwhelmed,2
744,"some peace, some noise in head",mountain,18,8,5,1,afternoon,overwhelmed,happy_face,clear,focused,5
745,By the end could focus for a while.,cafe,5,4,1,5,night,overwhelmed,tense_face,vague,restless,2
746,at first felt heavy.,rain,25,7,2,2,evening,focused,tired_face,clear,overwhelmed,2
747,not sure what changed,forest,18,7,5,4,night,restless,tense_face,clear,restless,4
